Ligand gene symbol	Ligand HGNC ID	Ligand location	Receptor gene symbol	Receptor HGNC ID	PMID support
PODXL	HGNC:9171	secreted	SELL	HGNC:10720	9625756
PODXL2	HGNC:17936	plasma membrane	SELL	HGNC:10720	"12889478, 12889478"
POMC	HGNC:9201	secreted	MC1R	HGNC:6929	"1516719, 10942578, 7774675, 12007532, 10942578, 11041375"
POMC	HGNC:9201	secreted	MC2R	HGNC:6930	"9058374, 12213892"
POMC	HGNC:9201	secreted	MC3R	HGNC:6931	"7774675, 10358030, 10493100"
POMC	HGNC:9201	secreted	MC4R	HGNC:6932	"8884876, 10493100, 11101306, 12165561, 11101306"
POMC	HGNC:9201	secreted	MC5R	HGNC:6933	"11785979, 7774675, 12007532, 11606131, 8185570"
POMC	HGNC:9201	secreted	OPRD1	HGNC:8153	"15464143, 9686407"
POMC	HGNC:9201	secreted	OPRK1	HGNC:8154	"8624732, 9686407, 7624359"
POMC	HGNC:9201	secreted	OPRM1	HGNC:8156	15464143
POSTN	HGNC:16953	secreted	PTK7	HGNC:9618	30348980
PPBP	HGNC:9240	secreted	CXCR1	HGNC:6026	"8137938, 8195702, 1427896"
PPBP	HGNC:9240	secreted	CXCR2	HGNC:6027	"8702798, 8702798, 8195702"
PPY	HGNC:9327	secreted	NPY4R	HGNC:9329	"8643460, 8643460, 7493937, 16807358, 7592911, 7493937"
PPY	HGNC:9327	secreted	NPY5R	HGNC:7958	8824284
PRG4	HGNC:9364	secreted	TLR2	HGNC:11848	26643105
PRG4	HGNC:9364	secreted	TLR4	HGNC:11850	26643105
PRL	HGNC:9445	secreted	PRLR	HGNC:9446	"2558309, 11356126, 9626554, 10966654, 7984244"
PRLH	HGNC:17945	secreted	PRLHR	HGNC:4464	"11030716, 11030716, 12606605, 9607765, 11030716, 10475064"
PRND	HGNC:15748	secreted	RPSA	HGNC:6502	"15246873, 15246873"
PROC	HGNC:9451	secreted	PROCR	HGNC:9452	"7929370, 11099506, 10681521"
PROC	HGNC:9451	secreted	TEK	HGNC:11724	28005151
PROC	HGNC:9451	secreted	THBD	HGNC:11784	"11106601, 12588872"
PROK1	HGNC:18454	secreted	PROKR1	HGNC:4524	"11886876, 12054613, 15772293"
PROK1	HGNC:18454	secreted	PROKR2	HGNC:15836	"11886876, 12054613, 15772293"
PROK2	HGNC:18455	secreted	PROKR1	HGNC:4524	"12054613, 15772293"
PROK2	HGNC:18455	secreted	PROKR2	HGNC:15836	"12024206, 12054613, 15772293"
PROS1	HGNC:9456	secreted	AXL	HGNC:905	"7867073, 7867073"
PROS1	HGNC:9456	secreted	MERTK	HGNC:7027	25074926
PROS1	HGNC:9456	secreted	TYRO3	HGNC:12446	"7867073, 7867073, 8641360"
PSAP	HGNC:9498	secreted	CD1B	HGNC:1635	14716313
PSAP	HGNC:9498	secreted	GPR37	HGNC:4494	"23690594, 23690594"
PSAP	HGNC:9498	secreted	GPR37L1	HGNC:14923	"23690594, 23690594"
PSAP	HGNC:9498	secreted	LRP1	HGNC:6692	9707421
PSEN1	HGNC:9508	plasma membrane	NCSTN	HGNC:17091	"10993067, 10993067, 12603837"
PSEN1	HGNC:9508	plasma membrane	NOTCH1	HGNC:7881	"10077672, 10206645, 12374741"
PSEN1	HGNC:9508	plasma membrane	NOTCH2	HGNC:7882	11518718
PSEN1	HGNC:9508	plasma membrane	NOTCH3	HGNC:7883	11518718
PSEN1	HGNC:9508	plasma membrane	NOTCH4	HGNC:7884	11518718
PSPN	HGNC:9579	secreted	GFRA1	HGNC:4243	20350599
PSPN	HGNC:9579	secreted	GFRA4	HGNC:13821	"11116144, 11116144"
PSPN	HGNC:9579	secreted	RET	HGNC:9967	11116144
PTDSS1	HGNC:9587	plasma membrane	JMJD6	HGNC:19355	10811223
PTDSS1	HGNC:9587	plasma membrane	SCARB1	HGNC:1664	8999945
PTGS2	HGNC:9605	plasma membrane	CAV1	HGNC:1527	11432874
PTGS2	HGNC:9605	plasma membrane	PTGDR2	HGNC:4502	11208866
PTH	HGNC:9606	secreted	PTH1R	HGNC:9608	"12947048, 9108031"
PTH	HGNC:9606	secreted	PTH2R	HGNC:9609	"7797535, 9482662"
PTH2	HGNC:30828	secreted	PTH1R	HGNC:9608	"11159842, 10854439"
PTH2	HGNC:30828	secreted	PTH2R	HGNC:9609	"11861531, 10854439, 11602681, 10854439"
PTHLH	HGNC:9607	secreted	PTH1R	HGNC:9608	"2558877, 8702701, 9108031"
PTHLH	HGNC:9607	secreted	PTH2R	HGNC:9609	8702701
PTMA	HGNC:9623	secreted	VIPR1	HGNC:12694	8886855
PTN	HGNC:9630	secreted	ALK	HGNC:427	11278720
PTN	HGNC:9630	secreted	PLXNB2	HGNC:9104	16169070
PTN	HGNC:9630	secreted	PTPRB	HGNC:9665	22839765
PTN	HGNC:9630	secreted	PTPRS	HGNC:9681	16169070
PTN	HGNC:9630	secreted	PTPRZ1	HGNC:9685	"10706604, 10706604, 16814777"
PTN	HGNC:9630	secreted	SDC3	HGNC:10660	8175719
PTPRC	HGNC:9666	plasma membrane	CD22	HGNC:1643	12115612
PTPRC	HGNC:9666	plasma membrane	MRC1	HGNC:7228	"27601670, 10575006"
PTPRK	HGNC:9674	plasma membrane	PTPRK	HGNC:9674	8264577
PTPRM	HGNC:9675	plasma membrane	PTPRM	HGNC:9675	8394372
PTPRZ1	HGNC:9685	plasma membrane	L1CAM	HGNC:6470	9117260
PTPRZ1	HGNC:9685	plasma membrane	NCAM1	HGNC:7656	9117260
PVR	HGNC:9705	plasma membrane; secreted	CD226	HGNC:16961	15607800
PVR	HGNC:9705	plasma membrane; secreted	CD96	HGNC:16892	17971293
PVR	HGNC:9705	plasma membrane; secreted	NECTIN3	HGNC:17664	"12011057, 11544254"
PVR	HGNC:9705	plasma membrane; secreted	PVRIG	HGNC:32190	30659055
PVR	HGNC:9705	plasma membrane; secreted	TIGIT	HGNC:26838	19815499
PYY	HGNC:9748	secreted	FAP	HGNC:3590	21314817
PYY	HGNC:9748	secreted	NPY1R	HGNC:7956	"9549761, 12665544"
PYY	HGNC:9748	secreted	NPY2R	HGNC:7957	"8632753, 7592910, 11408607"
PYY	HGNC:9748	secreted	NPY4R	HGNC:9329	"7592911, 7493937, 7493937"
PYY	HGNC:9748	secreted	NPY5R	HGNC:7958	"11825645, 12665544"
QRFP	HGNC:29982	secreted	P2RY14	HGNC:16442	12714592
QRFP	HGNC:29982	secreted	QRFPR	HGNC:15565	"12714592, 16500002, 23396314, 12714592"
RAET1E	HGNC:16793	secreted	KLRK1	HGNC:18788	"12732206, 14508119, 29651291"
RAET1G	HGNC:16795	plasma membrane	KLRK1	HGNC:18788	"26041808, 29651291"
RAET1L	HGNC:16798	plasma membrane	KLRK1	HGNC:18788	"26041808, 29651291"
RARRES2	HGNC:9868	secreted	CCRL2	HGNC:1612	18794339
RARRES2	HGNC:9868	secreted	CMKLR1	HGNC:2121	"14675762, 18165312, 14530373, 14701797, 23396314"
RARRES2	HGNC:9868	secreted	GPR1	HGNC:4463	"18165312, 23396314"
RBP3	HGNC:9921	secreted	NOTCH1	HGNC:7881	11511084
RBP4	HGNC:9922	secreted	STRA6	HGNC:30650	23959802
RELN	HGNC:9957	secreted	ITGA3	HGNC:6139	10939329
RELN	HGNC:9957	secreted	ITGB1	HGNC:6153	10939329
RELN	HGNC:9957	secreted	LRP8	HGNC:6700	"12899622, 10571240, 12899622, 12670700, 12167620"
RELN	HGNC:9957	secreted	VLDLR	HGNC:12698	"10571240, 10571240, 10571241"
REN	HGNC:9958	secreted	ATP6AP2	HGNC:18305	"12045255, 12045255"
RGMA	HGNC:30308	secreted	NEO1	HGNC:7754	15258590
RGMB	HGNC:26896	secreted	NEO1	HGNC:7754	19944164
RLN1	HGNC:10026	secreted	RXFP1	HGNC:19718	"11809971, 16411781, 11809971"
RLN1	HGNC:10026	secreted	RXFP2	HGNC:17318	"11809971, 16411781"
RLN2	HGNC:10027	secreted	RXFP1	HGNC:19718	"11809971, 12506116, 15649866, 12506116, 15649866"
RLN2	HGNC:10027	secreted	RXFP2	HGNC:17318	"11809971, 15649866, 12506116, 15649866"
RLN2	HGNC:10027	secreted	RXFP3	HGNC:24883	24641548
RLN3	HGNC:17135	secreted	RXFP1	HGNC:19718	"12506116, 12506116, 15649866, 12506116, 14522968, 15649866"
RLN3	HGNC:17135	secreted	RXFP2	HGNC:17318	16411781
RLN3	HGNC:17135	secreted	RXFP3	HGNC:24883	"14522968, 15367576, 14522968"
RLN3	HGNC:17135	secreted	RXFP4	HGNC:14666	"14522967, 14522967, 14522967"
RNASE2	HGNC:10045	secreted	TLR2	HGNC:11848	18195069
ROBO1	HGNC:10249	plasma membrane	ROBO1	HGNC:10249	12504588
ROBO2	HGNC:10250	plasma membrane	ROBO2	HGNC:10250	12504588
RPH3A	HGNC:17056	secreted	NRXN1	HGNC:8008	8901523
RPS19	HGNC:10402	secreted	C5AR1	HGNC:1338	"11107061, 11733378"
RSPO1	HGNC:21679	secreted	LGR4	HGNC:13299	"21693646, 21693646"
RSPO1	HGNC:21679	secreted	LGR5	HGNC:4504	"21693646, 21693646"
RSPO1	HGNC:21679	secreted	LGR6	HGNC:19719	"21727895, 21693646"
RSPO1	HGNC:21679	secreted	LRP6	HGNC:6698	18400942
RSPO1	HGNC:21679	secreted	ZNRF3	HGNC:18126	24349440
RSPO2	HGNC:28583	secreted	LGR4	HGNC:13299	"21693646, 21693646"
RSPO2	HGNC:28583	secreted	LGR5	HGNC:4504	"21693646, 21693646"
RSPO2	HGNC:28583	secreted	LGR6	HGNC:19719	"21727895, 21693646"
RSPO2	HGNC:28583	secreted	RNF43	HGNC:18505	29769720
RSPO2	HGNC:28583	secreted	ZNRF3	HGNC:18126	29769720
RSPO3	HGNC:20866	secreted	FZD8	HGNC:4046	16543246
RSPO3	HGNC:20866	secreted	LGR4	HGNC:13299	"21693646, 21909076, 21693646"
RSPO3	HGNC:20866	secreted	LGR5	HGNC:4504	"21693646, 21693646"
RSPO3	HGNC:20866	secreted	LGR6	HGNC:19719	"21727895, 21693646"
RSPO3	HGNC:20866	secreted	LRP6	HGNC:6698	16543246
RSPO3	HGNC:20866	secreted	SDC4	HGNC:10661	21397842
RSPO4	HGNC:16175	secreted	LGR4	HGNC:13299	"21693646, 21693646"
RSPO4	HGNC:16175	secreted	LGR5	HGNC:4504	"21693646, 21693646"
RSPO4	HGNC:16175	secreted	LGR6	HGNC:19719	"21727895, 21693646"
RTN4	HGNC:14085	plasma membrane	CNTNAP1	HGNC:8011	14592966
RTN4	HGNC:14085	plasma membrane	LINGO1	HGNC:21205	15694322
RTN4	HGNC:14085	plasma membrane	RTN4R	HGNC:18601	"11201742, 15694322, 11201742"
RTN4	HGNC:14085	plasma membrane	RTN4RL1	HGNC:21329	22133682
RTN4	HGNC:14085	plasma membrane	S1PR2	HGNC:3169	24453941
RTN4	HGNC:14085	plasma membrane	TNFRSF19	HGNC:11915	15694322
S100A8	HGNC:10498	secreted	TLR4	HGNC:11850	17767165
S100A9	HGNC:10499	secreted	TLR4	HGNC:11850	17767165
SAA1	HGNC:10513	secreted	CD36	HGNC:1663	20075072
SAA1	HGNC:10513	secreted	FPR2	HGNC:3827	9892621
SCGB1A1	HGNC:12523	secreted	LRP2	HGNC:6694	11278724
SCGB3A1	HGNC:18384	secreted	MARCO	HGNC:6895	12847263
SCGB3A2	HGNC:18391	secreted	MARCO	HGNC:6895	12847263
SCT	HGNC:10607	secreted	SCTR	HGNC:10608	"7782300, 7612008, 8579602, 9440501, 7782300"
SCT	HGNC:10607	secreted	VIPR1	HGNC:12694	12133828
SCT	HGNC:10607	secreted	VIPR2	HGNC:12695	9437714
SDC2	HGNC:10659	plasma membrane	PTPRJ	HGNC:9673	21813734
SECTM1	HGNC:10707	plasma membrane; secreted	CD7	HGNC:1695	"24157461, 24211252, 10652336"
SELE	HGNC:10718	plasma membrane	CD44	HGNC:1681	26124272
SELPLG	HGNC:10722	plasma membrane	SELE	HGNC:10718	"11402070, 8621728, 9128259"
SELPLG	HGNC:10722	plasma membrane	SELL	HGNC:10720	10725346
SELPLG	HGNC:10722	plasma membrane	SELP	HGNC:10721	"9129046, 9128259, 10713099, 17064811"
SELPLG	HGNC:10722	plasma membrane	SIGLEC5	HGNC:10874	27892504
SEMA3A	HGNC:10723	secreted	NRP1	HGNC:8004	"10520994, 10934324), 15721238, 10520994, 9331348"
SEMA3A	HGNC:10723	secreted	NRP2	HGNC:8005	21059704
SEMA3A	HGNC:10723	secreted	PLXNA1	HGNC:9099	10520994
SEMA3A	HGNC:10723	secreted	PLXNA2	HGNC:9100	10934324)
SEMA3A	HGNC:10723	secreted	PLXNA4	HGNC:9102	15721238
SEMA3B	HGNC:10724	secreted	NRP1	HGNC:8004	"10196546, 10196546"
SEMA3B	HGNC:10724	secreted	NRP2	HGNC:8005	10196546
SEMA3C	HGNC:10725	secreted	NRP1	HGNC:8004	9331348
SEMA3C	HGNC:10725	secreted	NRP2	HGNC:8005	"10196546, 9331348"
SEMA3C	HGNC:10725	secreted	PLXND1	HGNC:9107	15239958
SEMA3D	HGNC:10726	secreted	NRP1	HGNC:8004	15456815
SEMA3E	HGNC:10727	secreted	PLXND1	HGNC:9107	15550623
SEMA3F	HGNC:10728	secreted	NRP1	HGNC:8004	9883722
SEMA3F	HGNC:10728	secreted	NRP2	HGNC:8005	"15721238, 9883722"
SEMA3F	HGNC:10728	secreted	PLXNA3	HGNC:9101	15721238
SEMA3G	HGNC:30400	secreted	NRP2	HGNC:8005	19887479
SEMA4A	HGNC:10729	plasma membrane	LILRB2	HGNC:6606	29467366
SEMA4A	HGNC:10729	plasma membrane	PLXNB1	HGNC:9103	29981480
SEMA4A	HGNC:10729	plasma membrane	PLXNB2	HGNC:9104	29981480
SEMA4A	HGNC:10729	plasma membrane	PLXND1	HGNC:9107	17318185
SEMA4B	HGNC:10730	plasma membrane	DCBLD2	HGNC:24627	17213806
SEMA4C	HGNC:10731	plasma membrane	PLXNB2	HGNC:9104	21122816
SEMA4D	HGNC:10732	plasma membrane	CD72	HGNC:1696	"11114375, 12882840"
SEMA4D	HGNC:10732	plasma membrane	ERBB2	HGNC:3430	15210733
SEMA4D	HGNC:10732	plasma membrane	MET	HGNC:7029	12198496
SEMA4D	HGNC:10732	plasma membrane	PLXNB1	HGNC:9103	"10520995, 12198496, 11937491"
SEMA4D	HGNC:10732	plasma membrane	PLXNB2	HGNC:9104	15330859
SEMA4G	HGNC:10735	plasma membrane	PLXNB2	HGNC:9104	21122816
SEMA5A	HGNC:10736	plasma membrane	MET	HGNC:7029	15218527
SEMA5A	HGNC:10736	plasma membrane	PLXNB3	HGNC:9105	15218527
SEMA6A	HGNC:10738	plasma membrane	PLXNA2	HGNC:9100	18327254
SEMA6A	HGNC:10738	plasma membrane	PLXNA4	HGNC:9102	20606624
SEMA6B	HGNC:10739	plasma membrane	PLXNA2	HGNC:9100	25209245
SEMA6D	HGNC:16770	plasma membrane	KDR	HGNC:6307	14977921
SEMA6D	HGNC:16770	plasma membrane	PLXNA1	HGNC:9099	"14977921, 14977921"
SEMA6D	HGNC:16770	plasma membrane	TREM2	HGNC:17761	16715077
SEMA6D	HGNC:16770	plasma membrane	TYROBP	HGNC:12449	16715077
SEMA7A	HGNC:10741	plasma membrane	ITGA1	HGNC:6134	7377534
SEMA7A	HGNC:10741	plasma membrane	ITGB1	HGNC:6153	7377534
SEMA7A	HGNC:10741	plasma membrane	PLXNC1	HGNC:9106	"10520995, 10520995"
SERPINA1	HGNC:8941	secreted	LRP1	HGNC:6692	"8626456, 15131125"
SERPINC1	HGNC:775	secreted	LRP1	HGNC:6692	"8626456, 14596620"
SERPINC1	HGNC:775	secreted	SDC2	HGNC:10659	1315572
SERPINE1	HGNC:8583	secreted	LRP1	HGNC:6692	"15001579, 15001579"
SERPINE1	HGNC:8583	secreted	LRP2	HGNC:6694	8344937
SERPINE2	HGNC:8951	secreted	LRP1	HGNC:6692	14596620
SERPINF1	HGNC:8824	secreted	PLXDC1	HGNC:20945	25535841
SERPINF1	HGNC:8824	secreted	PLXDC2	HGNC:21013	25535841
SERPING1	HGNC:1228	secreted	LRP1	HGNC:6692	9388254
SERPING1	HGNC:1228	secreted	SELE	HGNC:10718	14568956
SERPING1	HGNC:1228	secreted	SELP	HGNC:10721	14568956
SERTAD1	HGNC:17932	plasma membrane	AR	HGNC:644	30230528
SFRP1	HGNC:10776	secreted	FZD2	HGNC:4040	6172602
SFRP1	HGNC:10776	secreted	FZD6	HGNC:4044	10347172
SFRP2	HGNC:10777	secreted	FZD5	HGNC:4043	28840375
SFTPA1	HGNC:10798	secreted	TLR2	HGNC:11848	11724772
SFTPA2	HGNC:10799	secreted	CD93	HGNC:15855	9476117
SFTPD	HGNC:10803	secreted	LAIR1	HGNC:6477	24585933
SFTPD	HGNC:10803	secreted	SIRPA	HGNC:9662	22511785
SHANK1	HGNC:15474	plasma membrane	ADGRL1	HGNC:20973	"10964907, 10964907, 10958799"
SHANK1	HGNC:15474	plasma membrane	SSTR2	HGNC:11331	"10551867, 11087996"
SHH	HGNC:10848	secreted	BOC	HGNC:17173	17086203
SHH	HGNC:10848	secreted	CDON	HGNC:17104	17086203
SHH	HGNC:10848	secreted	GAS1	HGNC:4165	"17848687, 25535338"
SHH	HGNC:10848	secreted	GPC5	HGNC:4453	21339334
SHH	HGNC:10848	secreted	HHIP	HGNC:14866	"10050855, 10050855"
SHH	HGNC:10848	secreted	LRP2	HGNC:6694	22340494
SHH	HGNC:10848	secreted	PTCH1	HGNC:9585	"9811851, 16867986, 9811851"
SHH	HGNC:10848	secreted	PTCH2	HGNC:9586	9811851
SHH	HGNC:10848	secreted	SMO	HGNC:11119	16867986
SIGLEC1	HGNC:11127	plasma membrane	SPN	HGNC:11249	11238599
SIRPA	HGNC:9662	plasma membrane	CD47	HGNC:1682	"23602662, 10572074"
SIRPB2	HGNC:16247	secreted	CD47	HGNC:1682	15383453
SIRPG	HGNC:15757	plasma membrane	CD47	HGNC:1682	15294972
SLAMF1	HGNC:10903	plasma membrane	SLAMF1	HGNC:10903	18031695
SLAMF6	HGNC:21392	plasma membrane	SLAMF6	HGNC:21392	"15153464, 31315913"
SLAMF7	HGNC:21394	plasma membrane; secreted	SLAMF7	HGNC:21394	"31358854, 15368295"
SLIT1	HGNC:11085	secreted	GPC1	HGNC:4449	"10364234, 10364234"
SLIT1	HGNC:11085	secreted	ROBO1	HGNC:10249	"10433822, 10433822"
SLIT1	HGNC:11085	secreted	ROBO2	HGNC:10250	30547091
SLIT1	HGNC:11085	secreted	SDC1	HGNC:10658	10433822
SLIT2	HGNC:11086	secreted	APP	HGNC:620	28785723
SLIT2	HGNC:11086	secreted	GPC1	HGNC:4449	"10364234, 11375980, 10364234"
SLIT2	HGNC:11086	secreted	ROBO1	HGNC:10249	"10102268, 10102268"
SLIT2	HGNC:11086	secreted	ROBO2	HGNC:10250	"15130495, 10102268"
SLIT2	HGNC:11086	secreted	ROBO4	HGNC:17985	15894287
SLIT2	HGNC:11086	secreted	SDC1	HGNC:10658	"10102268, 15130495"
SLIT3	HGNC:11087	secreted	ROBO1	HGNC:10249	19741192
SLIT3	HGNC:11087	secreted	ROBO2	HGNC:10250	31180321
SLIT3	HGNC:11087	secreted	ROBO4	HGNC:17985	19741192
SLITRK1	HGNC:20297	plasma membrane	PTPRD	HGNC:9668	23345436
SLITRK1	HGNC:20297	plasma membrane	PTPRS	HGNC:9681	23345436
SLITRK2	HGNC:13449	plasma membrane	PTPRD	HGNC:9668	"25989451, 23345436"
SLITRK2	HGNC:13449	plasma membrane	PTPRS	HGNC:9681	23345436
SLITRK3	HGNC:23501	plasma membrane	PTPRD	HGNC:9668	"22286174, 23345436"
SLITRK3	HGNC:23501	plasma membrane	PTPRS	HGNC:9681	23345436
SLITRK5	HGNC:20295	plasma membrane	PTPRD	HGNC:9668	26004511
SLITRK6	HGNC:23503	plasma membrane	PTPRS	HGNC:9681	29934346
SLPI	HGNC:11092	secreted	PLSCR1	HGNC:9092	19333378
SLPI	HGNC:11092	secreted	PLSCR4	HGNC:16497	19333378
SLURP1	HGNC:18746	secreted	CHRNA7	HGNC:1960	29545933
SNCA	HGNC:11138	secreted	LAG3	HGNC:6476	27708076
SOST	HGNC:13771	secreted	LRP4	HGNC:6696	19936252
SOST	HGNC:13771	secreted	LRP5	HGNC:6697	15778503
SOST	HGNC:13771	secreted	LRP6	HGNC:6698	15778503
SOSTDC1	HGNC:21748	secreted	LRP4	HGNC:6696	20724449
SOSTDC1	HGNC:21748	secreted	LRP5	HGNC:6697	20724449
SOSTDC1	HGNC:21748	secreted	LRP6	HGNC:6698	20724449
SPINK1	HGNC:11244	secreted	EGFR	HGNC:3236	21368222
SPN	HGNC:11249	plasma membrane	SIGLEC1	HGNC:11127	11238599
SPON1	HGNC:11252	secreted	APP	HGNC:620	14983046
SPON1	HGNC:11252	secreted	LRP8	HGNC:6700	21488757
SPON2	HGNC:11253	secreted	ITGA4	HGNC:6140	29440144
SPON2	HGNC:11253	secreted	ITGA5	HGNC:6141	29440144
SPON2	HGNC:11253	secreted	ITGAM	HGNC:6149	30869196
SPON2	HGNC:11253	secreted	ITGB1	HGNC:6153	29440144
SPON2	HGNC:11253	secreted	ITGB2	HGNC:6155	30869196
SPP1	HGNC:11255	secreted	CD44	HGNC:1681	"10657301, 10657301, 12377945"
SPP1	HGNC:11255	secreted	ITGA4	HGNC:6140	19417209
SPP1	HGNC:11255	secreted	ITGA9	HGNC:6145	10593924
SPP1	HGNC:11255	secreted	ITGAV	HGNC:6150	"10835423, 10835423, 7592829"
SPP1	HGNC:11255	secreted	ITGB1	HGNC:6153	"10593924, 7592829"
SPP1	HGNC:11255	secreted	ITGB3	HGNC:6156	7592829
SPP1	HGNC:11255	secreted	ITGB5	HGNC:6160	7592829
SPX	HGNC:28139	secreted	GALR2	HGNC:4133	"30305242, 24517231"
SPX	HGNC:28139	secreted	GALR3	HGNC:4134	"30305242, 24517231"
SST	HGNC:11329	secreted	SSTR1	HGNC:11330	"8769372, 9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791, 1346068"
SST	HGNC:11329	secreted	SSTR2	HGNC:11331	"8702767, 9784130, 8769372, 9650799, 10598788, 15333679, 7988476, 11520208, 9724791, 9652348, 1346068"
SST	HGNC:11329	secreted	SSTR3	HGNC:11332	"8769372, 9784130, 8769372, 9650799, 10598788, 15333679, 7988476, 11520208, 9724791, 8097479, 9600011, 1337145"
SST	HGNC:11329	secreted	SSTR4	HGNC:11333	"8769372, 9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791, 8100352"
SST	HGNC:11329	secreted	SSTR5	HGNC:11334	"8769372, 9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791, 9652348, 7908405"
ST6GAL1	HGNC:10860	plasma membrane	CD22	HGNC:1643	1717156
TAC1	HGNC:11517	secreted	TACR1	HGNC:11526	"7557266, 12548712, 11786503, 8985159, 1311270, 9190866, 8702757, 15265501, 12548712"
TAC1	HGNC:11517	secreted	TACR2	HGNC:11527	"12954451, 7961636, 11786503, 9190866, 7682062, 11137709, 7961636, 10189055"
TAC1	HGNC:11517	secreted	TACR3	HGNC:11528	"9272936, 1312036, 9190866, 11226387, 9272936"
TAC3	HGNC:11521	secreted	TACR1	HGNC:11526	"8925404, 9190866, 12727971"
TAC3	HGNC:11521	secreted	TACR2	HGNC:11527	"8925404, 9190866, 7682062, 7961636, 10189055"
TAC3	HGNC:11521	secreted	TACR3	HGNC:11528	"7557266, 8990205, 1312036, 2176308, 9190866, 11226387, 8990205, 10189055, 10866201"
TAC4	HGNC:16641	secreted	TACR1	HGNC:11526	"11062498, 15224188, 11786503"
TAC4	HGNC:16641	secreted	TACR2	HGNC:11527	11786503
TAC4	HGNC:16641	secreted	TACR3	HGNC:11528	"11786503, 11786503"
TAFA4	HGNC:21591	secreted	FPR1	HGNC:3826	25109685
TCN1	HGNC:11652	secreted	CD320	HGNC:16692	27411955
TCTN1	HGNC:26113	secreted	TMEM67	HGNC:28396	21725307
TDGF1	HGNC:11701	secreted	ACVR1B	HGNC:172	11909953
TDGF1	HGNC:11701	secreted	ACVR2A	HGNC:173	12682303
TF	HGNC:11740	secreted	TFR2	HGNC:11762	11027676
TF	HGNC:11740	secreted	TFRC	HGNC:11763	"6270680, 12210842, 6268632, 16354665"
TFF2	HGNC:11756	secreted	CXCR4	HGNC:2561	"23183167, 19064997"
TFF3	HGNC:11757	secreted	ACKR3	HGNC:23692	26780310
TFF3	HGNC:11757	secreted	CXCR4	HGNC:2561	26780310
TFPI	HGNC:11760	secreted	LRP1	HGNC:6692	8824219
TFPI	HGNC:11760	secreted	VLDLR	HGNC:12698	11278667
TG	HGNC:11764	secreted	ASGR1	HGNC:742	12477859
TG	HGNC:11764	secreted	LRP2	HGNC:6694	9492085
TGFA	HGNC:11765	secreted	EGFR	HGNC:3236	"3018723, 12297049"
TGFA	HGNC:11765	secreted	ERBB2	HGNC:3430	10918572
TGFA	HGNC:11765	secreted	ERBB4	HGNC:3432	10918572
TGFB1	HGNC:11766	secreted	ACVRL1	HGNC:175	"10716993, 10716993"
TGFB1	HGNC:11766	secreted	ENG	HGNC:3349	12015308
TGFB1	HGNC:11766	secreted	ITGAV	HGNC:6150	11970960
TGFB1	HGNC:11766	secreted	ITGB6	HGNC:6161	10025398
TGFB1	HGNC:11766	secreted	ITGB8	HGNC:6163	11970960
TGFB1	HGNC:11766	secreted	SDC2	HGNC:10659	14976204
TGFB1	HGNC:11766	secreted	TGFBR1	HGNC:11772	"12809600, 8235612"
TGFB1	HGNC:11766	secreted	TGFBR2	HGNC:11773	"12809600, 10716993, 7935686"
TGFB1	HGNC:11766	secreted	TGFBR3	HGNC:11774	7935686
TGFB1	HGNC:11766	secreted	VASN	HGNC:18517	"15247411, 21170088"
TGFB2	HGNC:11768	secreted	ACVR1	HGNC:171	21102460
TGFB2	HGNC:11768	secreted	ENG	HGNC:3349	12015308
TGFB2	HGNC:11768	secreted	TGFBR1	HGNC:11772	"12809600, 11157754"
TGFB2	HGNC:11768	secreted	TGFBR2	HGNC:11773	"12809600, 8106553, 11157754"
TGFB2	HGNC:11768	secreted	TGFBR3	HGNC:11774	"12809600, 11157754"
TGFB3	HGNC:11769	secreted	ACVRL1	HGNC:175	"11850637, 10187774"
TGFB3	HGNC:11769	secreted	ENG	HGNC:3349	9872992
TGFB3	HGNC:11769	secreted	TGFBR1	HGNC:11772	11850637
TGFB3	HGNC:11769	secreted	TGFBR2	HGNC:11773	"11850637, 11850637, 11382746, 12729750, 8106553"
TGFB3	HGNC:11769	secreted	TGFBR3	HGNC:11774	11382746
TGM2	HGNC:11778	secreted	ADGRG1	HGNC:4512	16757564
TGM2	HGNC:11778	secreted	ITGB1	HGNC:6153	10684262
TGM2	HGNC:11778	secreted	ITGB3	HGNC:6156	10684262
TGM2	HGNC:11778	secreted	SDC4	HGNC:10661	23499501
THBS1	HGNC:11785	secreted	CD36	HGNC:1663	"1379600, 10772961, 10487979"
THBS1	HGNC:11785	secreted	CD47	HGNC:1682	"11980922, 9169439, 8550562, 10397731"
THBS1	HGNC:11785	secreted	ITGA2B	HGNC:6138	2478219
THBS1	HGNC:11785	secreted	ITGA3	HGNC:6139	10196234
THBS1	HGNC:11785	secreted	ITGA4	HGNC:6140	14699013
THBS1	HGNC:11785	secreted	ITGA6	HGNC:6142	12909644
THBS1	HGNC:11785	secreted	ITGB1	HGNC:6153	15292271
THBS1	HGNC:11785	secreted	ITGB3	HGNC:6156	2478219
THBS1	HGNC:11785	secreted	LRP1	HGNC:6692	"9045712, 14991768, 7775583"
